transaction_id,customer_id,timestamp,amount,merchant_category,location_country,card_present,is_fraud,datetime,hour_of_day,day_of_week,weekend,customer_avg_monthly_spending,amount_to_avg_ratio,transaction_velocity,days_since_last_transaction
T00005884,6776,1741152597,13.422003676558482,restaurant,Poland,True,0,2025-03-05 05:29:57,5,2,0,174.60944376167808,0.07686871561699711,4,21
T00001039,2653,1742457940,12.58474897422814,grocery,UK,True,0,2025-03-20 08:05:40,8,3,0,150.30535687647998,0.08372788060089043,4,18
T00003598,1845,1742108713,375.2796624472232,grocery,Poland,True,0,2025-03-16 07:05:13,7,6,1,143.93774447874824,2.6072359533369758,7,24
T00000814,4109,1741825741,91.65818609633413,restaurant,UK,False,0,2025-03-13 00:29:01,0,3,0,124.9916482058133,0.7333144847038761,2,24
T00002395,4684,1742848147,20.49258653060287,grocery,Poland,True,0,2025-03-24 20:29:07,20,0,0,116.16368755040003,0.17641129480941914,8,29
T00005862,1284,1743261763,68.74259400974682,grocery,Poland,True,0,2025-03-29 15:22:43,15,5,1,301.3709304692087,0.22809961764633535,4,8
T00005577,9556,1741680639,99.91263576465697,entertainment,France,False,0,2025-03-11 08:10:39,8,1,0,71.3388122967671,1.400536854314643,3,18
T00002877,9716,1742426942,174.889091337141,restaurant,Poland,False,0,2025-03-19 23:29:02,23,2,0,829.0303046958436,0.21095621034179768,2,8
T00004254,5558,1741925738,21.33142315769207,grocery,Poland,False,0,2025-03-14 04:15:38,4,4,0,157.86535779577576,0.13512415551794268,6,26
T00005992,3727,1742448087,61.19596543176968,transport,Spain,True,0,2025-03-20 05:21:27,5,3,0,40.77362016660636,1.500871523836121,4,27
T00006372,2299,1742339615,65.51914431299943,transport,Poland,True,0,2025-03-18 23:13:35,23,1,0,248.1813863336103,0.26399701154431987,6,29
T00002527,1086,1742785766,105.13757303183463,entertainment,Poland,True,0,2025-03-24 03:09:26,3,0,0,196.3780683942664,0.5353834768389254,4,16
T00006837,1911,1741636552,23.959958276912825,restaurant,Poland,False,0,2025-03-10 19:55:52,19,0,0,68.54770597232296,0.34953698212142903,8,6
T00008141,9880,1741394012,18.039419333796815,entertainment,France,True,0,2025-03-08 00:33:32,0,5,1,194.53765390257792,0.09272970539076582,8,27
T00002981,3083,1741017658,19.776956422163245,restaurant,France,True,0,2025-03-03 16:00:58,16,0,0,179.48914419775,0.11018469395772607,3,24
T00007611,3661,1742139062,131.9865795624416,transport,Poland,True,0,2025-03-16 15:31:02,15,6,1,125.40573737681964,1.0524764043757249,3,22
T00008472,1382,1742805990,89.65169063753555,restaurant,Poland,False,0,2025-03-24 08:46:30,8,0,0,172.4935489695638,0.5197393825629644,1,2
T00005016,6127,1741041251,37.65222051623237,restaurant,Poland,True,0,2025-03-03 22:34:11,22,0,0,118.40969127343173,0.3179825917228839,4,24
T00006668,4562,1742548922,156.6997602369563,grocery,Poland,True,0,2025-03-21 09:22:02,9,4,0,170.09818008760084,0.9212312568909067,9,22
T00007829,4435,1741332880,153.70359938036935,transport,Poland,False,0,2025-03-07 07:34:40,7,4,0,143.0688277742337,1.0743332546410291,5,17
T00005772,6627,1742469589,38.37820449992866,restaurant,Poland,True,0,2025-03-20 11:19:49,11,3,0,134.91398763289817,0.2844642366094463,2,1
T00001330,6632,1741780889,68.40196117594519,grocery,Germany,False,0,2025-03-12 12:01:29,12,2,0,274.5429343373922,0.2491485032788512,7,9
T00006994,1561,1741746320,22.481139001246337,grocery,Poland,True,0,2025-03-12 02:25:20,2,2,0,93.64573381893061,0.24006581062961083,6,6
T00003016,9859,1741647643,57.48258176263711,utilities,UK,True,0,2025-03-10 23:00:43,23,0,0,77.87813518015916,0.7381093760098383,3,6
T00002421,5426,1742670489,162.18620275024202,restaurant,France,True,0,2025-03-22 19:08:09,19,5,1,171.184327169422,0.9474360499704246,9,13
T00008239,1749,1741386875,50.68928370693791,grocery,Poland,True,0,2025-03-07 22:34:35,22,4,0,116.28217760785238,0.4359161889613162,5,27
T00002927,1478,1742061744,37.696973255503096,restaurant,Poland,True,0,2025-03-15 18:02:24,18,5,1,122.07829592961922,0.3087934097412059,3,18
T00006718,2898,1742937302,51.66219258269587,grocery,Poland,True,0,2025-03-25 21:15:02,21,1,0,116.40532051983955,0.44381298339272063,5,10
T00002565,4401,1741933443,24.214368436069186,online_retail,Poland,False,0,2025-03-14 06:24:03,6,4,0,223.71386363317248,0.10823812187059587,8,27
T00005076,2692,1743341944,18.816403372604025,grocery,Poland,True,0,2025-03-30 13:39:04,13,6,1,58.94807316132595,0.3192030267233382,2,26
T00001223,2577,1742008391,133.1080565215947,restaurant,Poland,True,0,2025-03-15 03:13:11,3,5,1,259.7664780497614,0.5124142942573839,3,23
T00006869,5450,1740955974,95.02382510566441,restaurant,Poland,False,0,2025-03-02 22:52:54,22,6,1,231.39901777198844,0.4106492154573326,9,0
T00002092,9125,1741178301,341.159283143777,online_retail,Spain,True,0,2025-03-05 12:38:21,12,2,0,364.035684378677,0.9371589044245906,4,24
T00006814,8571,1742729239,42.259884618335235,online_retail,Poland,True,0,2025-03-23 11:27:19,11,6,1,183.33245510766784,0.23050956576955656,9,20
T00004830,4992,1741677883,24.207901235669326,grocery,Poland,False,0,2025-03-11 07:24:43,7,1,0,92.37086873406379,0.26207289773753234,9,19
T00008592,4287,1741177688,33.05159787702399,grocery,Poland,True,0,2025-03-05 12:28:08,12,2,0,289.20077459009906,0.11428599361073608,1,18
T00003622,1226,1741560766,174.08933699938314,restaurant,Poland,True,0,2025-03-09 22:52:46,22,6,1,102.19235927969868,1.7035455314511694,3,19
T00002965,6998,1741830930,51.95048775820264,online_retail,Poland,True,0,2025-03-13 01:55:30,1,3,0,200.6144575776342,0.2589568488008833,3,26
T00004879,8463,1741062543,223.0915457068056,online_retail,Poland,True,0,2025-03-04 04:29:03,4,1,0,129.58018207052544,1.7216486513762232,1,0
T00006169,8061,1741107668,427.84657466665624,grocery,Poland,True,0,2025-03-04 17:01:08,17,1,0,71.3349928686446,5.997709643771715,8,8
T00003484,7248,1740913909,8.578120520088154,grocery,Germany,False,0,2025-03-02 11:11:49,11,6,1,153.96983875719957,0.055712992812931975,7,27
T00004397,8241,1741332609,139.4555192670402,transport,Poland,True,0,2025-03-07 07:30:09,7,4,0,210.53219785256366,0.662395209328985,1,19
T00003123,4185,1740950525,70.46361477418073,grocery,Poland,False,0,2025-03-02 21:22:05,21,6,1,165.78065172822608,0.42504124600557036,1,29
T00008178,7158,1743426287,67.59534908384839,restaurant,Poland,False,0,2025-03-31 13:04:47,13,0,0,140.5913547671603,0.480793070070319,3,23
T00009414,4366,1742267284,45.39001474794087,transport,Poland,False,0,2025-03-18 03:08:04,3,1,0,153.379755127703,0.2959322415800536,1,19
T00000544,8702,1742382036,11.471131378727828,grocery,UK,True,0,2025-03-19 11:00:36,11,2,0,200.30095302022008,0.05726947977910936,5,17
T00003324,4224,1743163145,12.747814287562738,restaurant,Poland,True,0,2025-03-28 11:59:05,11,4,0,154.20549699651806,0.08266770339484449,4,0
T00007024,5567,1742034517,61.84601474793384,utilities,Poland,False,0,2025-03-15 10:28:37,10,5,1,142.70064106965043,0.43339689495681777,4,13
T00003157,4888,1742375841,213.14237978330235,online_retail,UK,True,0,2025-03-19 09:17:21,9,2,0,160.37782630810676,1.329001550213232,5,11
T00000576,9022,1741645542,190.7426496177245,transport,Spain,True,0,2025-03-10 22:25:42,22,0,0,152.04408627697373,1.2545219895646245,8,29
T00008411,8637,1742180909,92.85600277138192,grocery,Poland,True,0,2025-03-17 03:08:29,3,0,0,116.91566960402106,0.7942134966670742,4,17
T00006914,6010,1743392638,35.81026158268143,restaurant,Germany,False,0,2025-03-31 03:43:58,3,0,0,112.09980074717177,0.31944982367495334,4,24
T00008334,6442,1741673789,30.588107588641208,restaurant,Poland,False,0,2025-03-11 06:16:29,6,1,0,115.82222599918725,0.2640953178438813,2,3
T00002325,4403,1743287508,42.742116962884765,grocery,Poland,True,0,2025-03-29 22:31:48,22,5,1,329.2942651960856,0.12979915376732426,4,24
T00000267,1369,1740956558,51.098893713852924,online_retail,Poland,True,0,2025-03-02 23:02:38,23,6,1,111.19047361630615,0.45956179564612665,1,13
T00004933,4200,1741432799,41.56434739426918,transport,Poland,True,0,2025-03-08 11:19:59,11,5,1,79.13201390314184,0.5252532488955006,8,4
T00008826,5615,1741179259,17.547511388365027,entertainment,Poland,False,0,2025-03-05 12:54:19,12,2,0,110.76786317604092,0.15841698923520042,8,19
T00000040,2521,1741017949,55.26347027395492,online_retail,Poland,True,0,2025-03-03 16:05:49,16,0,0,65.60764694604727,0.8423327591584114,7,5
T00008927,2752,1741230775,12.500289628802886,transport,Poland,False,0,2025-03-06 03:12:55,3,3,0,172.75401436307976,0.07235889524703511,8,19
T00007851,1068,1742422307,254.23121297427238,restaurant,Poland,True,0,2025-03-19 22:11:47,22,2,0,253.06266145020945,1.0046176370601905,1,11
T00001153,6372,1743368761,120.2373528281821,online_retail,Poland,True,0,2025-03-30 21:06:01,21,6,1,119.60587225265506,1.0052796786949816,9,11
T00003729,6124,1742031212,94.37910789510364,restaurant,Poland,True,0,2025-03-15 09:33:32,9,5,1,432.93975708152465,0.21799593673567752,8,3
T00005838,5273,1742030464,38.01739205951384,transport,Poland,True,0,2025-03-15 09:21:04,9,5,1,179.96744623018196,0.2112459383953742,8,25
T00003216,7205,1741856697,61.02551323095011,grocery,Poland,True,0,2025-03-13 09:04:57,9,3,0,36.871363283984216,1.6550924022236442,6,18
T00008986,4001,1743135226,57.42249852439243,online_retail,Poland,True,0,2025-03-28 04:13:46,4,4,0,244.1032859312182,0.23523853153116733,5,7
T00009058,2505,1743038264,17.735019972775394,restaurant,Poland,True,0,2025-03-27 01:17:44,1,3,0,123.49319308703058,0.14361131597169746,3,12
T00001736,6105,1743425844,73.70063516573529,entertainment,UK,True,0,2025-03-31 12:57:24,12,0,0,167.1172070335842,0.44101164969160994,1,13
T00004564,6672,1741976901,55.4142684449426,grocery,Poland,True,0,2025-03-14 18:28:21,18,4,0,117.83856065678802,0.47025581555039553,2,14
T00008459,5801,1742599780,45.67434161413846,restaurant,Poland,True,0,2025-03-21 23:29:40,23,4,0,86.43147613032768,0.528445696626393,5,4
T00009893,1692,1743093770,102.18957294465197,transport,Poland,False,0,2025-03-27 16:42:50,16,3,0,163.8588800001807,0.6236437899767121,8,27
T00000463,8498,1742113396,10.080511446225506,entertainment,Poland,False,0,2025-03-16 08:23:16,8,6,1,103.27642097431946,0.09760709512515067,9,7
T00005540,4814,1742924474,43.08336370947438,online_retail,Poland,True,0,2025-03-25 17:41:14,17,1,0,164.44743287298027,0.26198866687540273,2,16
T00009323,2824,1742081175,69.04151412565004,restaurant,Poland,False,0,2025-03-15 23:26:15,23,5,1,92.67494816215945,0.74498573233452,3,2
T00004863,8676,1743089172,54.6802075001829,utilities,Poland,False,0,2025-03-27 15:26:12,15,3,0,113.42077165032383,0.48210047158523966,9,6
T00008125,8007,1741470913,24.992948294357014,online_retail,France,True,0,2025-03-08 21:55:13,21,5,1,328.3639259576375,0.07611356278393801,6,14
T00005496,6534,1742053056,69.49052751153701,restaurant,Poland,False,0,2025-03-15 15:37:36,15,5,1,159.80512736092783,0.4348454186616253,6,24
T00008821,1539,1740995720,249.49189853964037,grocery,Poland,True,0,2025-03-03 09:55:20,9,0,0,107.10004300051216,2.3295219268814606,7,3
T00009687,6893,1742693084,78.0257481539892,entertainment,Poland,True,0,2025-03-23 01:24:44,1,6,1,120.61772897237742,0.6468845734266628,7,15
T00003700,5908,1741011803,70.18562140381515,utilities,Poland,False,0,2025-03-03 14:23:23,14,0,0,98.07899965256067,0.7156029491781498,5,8
T00000720,6386,1743017824,88.92379338897891,online_retail,Poland,True,0,2025-03-26 19:37:04,19,2,0,128.2893022785371,0.6931504950889107,5,12
T00001649,8850,1741787549,43.43192498532955,utilities,Poland,True,0,2025-03-12 13:52:29,13,2,0,140.38130557573336,0.30938539007887167,9,16
T00000675,5407,1741866647,108.07432539696062,restaurant,Spain,True,0,2025-03-13 11:50:47,11,3,0,332.8259050411364,0.3247172884081932,9,6
T00001323,3105,1740969240,156.84043045510776,transport,Poland,True,0,2025-03-03 02:34:00,2,0,0,76.3064972690326,2.055400733467531,5,18
T00000239,4528,1743204716,49.87082346366125,utilities,Poland,False,0,2025-03-28 23:31:56,23,4,0,155.06547245932956,0.3216113985448394,3,12
T00003554,3864,1741561412,38.74179630534951,grocery,Poland,True,0,2025-03-09 23:03:32,23,6,1,88.71697959229756,0.4366897575119102,9,3
T00001137,5063,1742666537,67.28622178122863,grocery,Germany,True,0,2025-03-22 18:02:17,18,5,1,154.2541499074942,0.43620364069025047,7,19
T00008833,6321,1742379554,12.046418809332984,entertainment,Poland,True,0,2025-03-19 10:19:14,10,2,0,150.37421444571393,0.08010960425453673,1,7
T00000636,3181,1741029223,23.348767314936286,transport,Poland,True,0,2025-03-03 19:13:43,19,0,0,129.50338369950708,0.18029465059471766,3,15
T00003716,7829,1742595183,19.780975260527402,grocery,UK,True,0,2025-03-21 22:13:03,22,4,0,197.31586390549532,0.10025030359445161,8,5
T00006655,3213,1743292125,16.928873249402127,restaurant,Poland,False,0,2025-03-29 23:48:45,23,5,1,107.53317236367555,0.1574293111352554,6,7
T00003263,1649,1742105672,18.139947437164828,grocery,Poland,True,0,2025-03-16 06:14:32,6,6,1,250.44056126288174,0.07243214655681808,8,16
T00005158,2627,1743112970,259.01593131672126,grocery,Poland,True,0,2025-03-27 22:02:50,22,3,0,224.2607890866685,1.1549764556327375,9,24
T00001782,6505,1742436122,133.53549736674876,transport,Poland,True,0,2025-03-20 02:02:02,2,3,0,218.97535159297655,0.6098197646233705,3,27
T00008506,7819,1742495035,23.724686936863424,restaurant,UK,False,0,2025-03-20 18:23:55,18,3,0,371.64904436968055,0.06383626514390926,2,3
T00005274,3661,1741168757,46.625803682682836,restaurant,Poland,True,0,2025-03-05 09:59:17,9,2,0,125.40573737681964,0.3717996054883952,1,16
T00001762,7866,1741659512,33.77736512906071,restaurant,Poland,True,0,2025-03-11 02:18:32,2,1,0,110.11882801462919,0.3067356031483864,7,13
T00003755,5378,1743296389,41.30135045373849,restaurant,Poland,True,0,2025-03-30 00:59:49,0,6,1,155.03450344442018,0.2664010238762432,9,20
T00001659,6922,1741156754,31.653717312251104,restaurant,Poland,True,0,2025-03-05 06:39:14,6,2,0,202.57375387320633,0.15625774172138607,3,28
T00000073,5446,1741053183,261.2139768115017,grocery,Poland,False,0,2025-03-04 01:53:03,1,1,0,71.07876273658805,3.6749932997502905,5,18
T00004937,6407,1741610223,76.46645757489483,transport,Poland,True,0,2025-03-10 12:37:03,12,0,0,141.2126497958182,0.541498638298049,9,26
T00008529,7409,1742823015,34.210106408803455,entertainment,Poland,False,0,2025-03-24 13:30:15,13,0,0,203.40998895210143,0.1681830208292238,6,15
T00003972,7204,1742120139,57.113158206705485,transport,Poland,True,0,2025-03-16 10:15:39,10,6,1,206.04715281595676,0.27718489397288343,1,18
T00005860,9856,1743199012,259.18828337263153,utilities,Poland,True,0,2025-03-28 21:56:52,21,4,0,232.5290559781961,1.1146490157210083,2,5
T00001221,8930,1741399780,51.595460782856875,restaurant,Poland,False,0,2025-03-08 02:09:40,2,5,1,55.83413428740577,0.9240845486610332,7,18
T00000666,1020,1742347168,19.67790677123823,restaurant,Poland,True,0,2025-03-19 01:19:28,1,2,0,108.58056267977028,0.1812286314013036,8,16
T00005735,9014,1741593649,20.04297818116719,restaurant,Poland,False,0,2025-03-10 08:00:49,8,0,0,299.1111425549026,0.06700846384379763,2,26
T00004805,1576,1742381913,42.99156614618535,restaurant,Poland,True,0,2025-03-19 10:58:33,10,2,0,73.08889822087608,0.5882092519203669,6,0
T00005168,6458,1741733672,80.26409433378086,restaurant,Poland,True,0,2025-03-11 22:54:32,22,1,0,132.22277832962428,0.607036815802545,1,22
T00002883,7984,1742144819,39.146460392393315,restaurant,Poland,True,0,2025-03-16 17:06:59,17,6,1,106.9740059054629,0.3659436707174317,2,8
T00000480,9879,1741663178,37.193876155762375,grocery,Poland,True,0,2025-03-11 03:19:38,3,1,0,85.00676871884517,0.4375401714042197,1,4
T00004114,6037,1742197273,23.390370452282884,utilities,Poland,True,0,2025-03-17 07:41:13,7,0,0,127.80728403549037,0.18301281205371434,5,29
T00008815,4190,1742558522,146.26385253265835,transport,Poland,False,0,2025-03-21 12:02:02,12,4,0,64.64900305692483,2.262430132199717,4,29
T00009364,8595,1741531966,131.1580723224113,grocery,Poland,True,0,2025-03-09 14:52:46,14,6,1,89.56758233767718,1.4643475786578066,8,13
T00008482,7486,1742199999,33.8682623320983,utilities,Poland,True,0,2025-03-17 08:26:39,8,0,0,187.12158154290302,0.18099602436468837,5,4
T00009848,8431,1742143304,56.295810554655155,restaurant,France,True,0,2025-03-16 16:41:44,16,6,1,73.3271690445589,0.7677346785397612,2,8
T00009264,6941,1740923545,15.439055300334196,entertainment,Poland,True,0,2025-03-02 13:52:25,13,6,1,109.21448267721053,0.14136454178852068,1,14
T00007404,5698,1741527138,146.59181135288287,restaurant,Poland,True,0,2025-03-09 13:32:18,13,6,1,108.71336080546946,1.3484249798439467,4,1
T00008192,3861,1743191216,33.933290117414955,grocery,Poland,False,0,2025-03-28 19:46:56,19,4,0,83.0207663216488,0.4087325571766782,4,27
T00009515,2445,1741036962,117.27070144518191,grocery,Poland,False,0,2025-03-03 21:22:42,21,0,0,129.88677397899787,0.902868689803198,6,9
T00001967,2524,1741577715,21.53415748385092,entertainment,Poland,True,0,2025-03-10 03:35:15,3,0,0,69.50369097495047,0.3098275383909029,6,12
T00000958,2101,1741385761,38.07213915528086,grocery,Poland,True,0,2025-03-07 22:16:01,22,4,0,165.45473474323248,0.2301060723004671,4,17
T00006309,4684,1743293972,186.13127130324543,entertainment,Poland,False,0,2025-03-30 00:19:32,0,6,1,116.16368755040003,1.6023188935224573,9,19
T00007354,3619,1741624537,4.160284565331551,grocery,Poland,True,0,2025-03-10 16:35:37,16,0,0,171.0153240093234,0.024326969465641227,6,22
T00008061,2307,1743250889,41.703769848737586,transport,Poland,False,0,2025-03-29 12:21:29,12,5,1,146.66881687998793,0.28433971675698305,7,29
T00000642,7472,1742166147,68.40546145660782,restaurant,Spain,False,0,2025-03-16 23:02:27,23,6,1,75.7583075620881,0.9029433689572035,2,0
T00008241,9051,1740918569,29.167074792523092,entertainment,Poland,True,0,2025-03-02 12:29:29,12,6,1,62.061247820995234,0.4699724194500632,2,1
T00000529,8753,1741492110,84.60267575552915,restaurant,Poland,True,0,2025-03-09 03:48:30,3,6,1,180.92007208118437,0.46762459677533924,9,18
T00002111,3524,1743012225,67.49917164299595,grocery,France,True,0,2025-03-26 18:03:45,18,2,0,119.85194616601746,0.563187948149769,2,23
T00004205,3166,1742400171,27.42122200606353,transport,Poland,True,0,2025-03-19 16:02:51,16,2,0,260.88420495451805,0.10510878575743626,5,16
T00001829,1979,1740973876,52.59896403046053,online_retail,Poland,True,0,2025-03-03 03:51:16,3,0,0,148.02149238533107,0.35534680256792955,5,4
T00001636,8717,1741674000,103.39040178085843,online_retail,Poland,True,0,2025-03-11 06:20:00,6,1,0,92.23923468508396,1.120893968102033,1,29
T00007408,3463,1741225019,97.79504311343796,entertainment,France,False,0,2025-03-06 01:36:59,1,3,0,215.32170154247734,0.4541810807404638,7,24
T00003362,2411,1743096387,20.331601083209428,grocery,Poland,False,0,2025-03-27 17:26:27,17,3,0,107.35459339575007,0.1893873418928557,2,9
T00001344,1719,1742850756,27.878144715187428,grocery,Poland,True,0,2025-03-24 21:12:36,21,0,0,162.64302038562406,0.171406954009393,4,15
T00001417,3381,1741433415,136.16245298385175,transport,Poland,True,0,2025-03-08 11:30:15,11,5,1,267.08224575000156,0.5098146924798013,4,8
T00008908,4224,1742993059,122.9095301887829,restaurant,Poland,True,0,2025-03-26 12:44:19,12,2,0,154.20549699651806,0.7970502516622878,9,9
T00002089,8952,1741998353,96.06628427405052,transport,Poland,False,0,2025-03-15 00:25:53,0,5,1,189.8302033165819,0.5060642753136587,4,5
T00004650,3854,1743044376,115.3770568484731,grocery,Poland,True,0,2025-03-27 02:59:36,2,3,0,239.82748872668145,0.481083538259295,5,8
T00004634,9166,1742513963,65.05108340400929,restaurant,UK,True,0,2025-03-20 23:39:23,23,3,0,206.48134108016623,0.31504581994531533,9,22
T00006176,4251,1741758238,104.50387688588513,restaurant,Poland,True,0,2025-03-12 05:43:58,5,2,0,198.99483012811694,0.5251587532128518,7,17
T00007998,6329,1741763104,101.18343804617646,online_retail,Poland,False,0,2025-03-12 07:05:04,7,2,0,54.02720780340862,1.8728237523278541,3,16
T00008109,4618,1742699406,28.224227844365263,transport,Poland,True,0,2025-03-23 03:10:06,3,6,1,161.7655067662734,0.17447618103867463,9,5
T00007430,1705,1740977347,137.6052468897502,transport,Poland,False,0,2025-03-03 04:49:07,4,0,0,157.52371530278492,0.8735525734982295,9,18
T00006810,3960,1741410957,115.16217338816352,utilities,Poland,False,0,2025-03-08 05:15:57,5,5,1,291.95594685509883,0.39445051429392486,4,7
T00005990,9591,1743352480,50.32009782819825,grocery,Poland,True,0,2025-03-30 16:34:40,16,6,1,160.7026095631967,0.3131255800075216,7,20
T00008190,6899,1742757015,16.498079874019837,entertainment,Spain,True,0,2025-03-23 19:10:15,19,6,1,162.38329350989775,0.10159961358964695,5,14
T00001771,3929,1741004144,29.85315451769531,online_retail,Poland,False,0,2025-03-03 12:15:44,12,0,0,116.55384339057618,0.25613187561439993,4,17
T00004859,3906,1740897535,41.395557198237086,online_retail,Poland,True,0,2025-03-02 06:38:55,6,6,1,80.93020020427545,0.511497031933083,2,1
T00007770,6447,1741699596,93.97915036942516,grocery,Poland,True,0,2025-03-11 13:26:36,13,1,0,161.7036369165057,0.5811814264755869,8,2
T00004608,3012,1740936385,124.1250065023169,transport,Poland,True,0,2025-03-02 17:26:25,17,6,1,337.7494282363384,0.36750619283198627,6,3
T00007124,8310,1741624325,14.940601643360239,transport,Germany,True,0,2025-03-10 16:32:05,16,0,0,168.43235551455234,0.0887038692638208,7,24
T00005046,7711,1741592932,88.0314308431212,utilities,Poland,False,0,2025-03-10 07:48:52,7,0,0,136.8440228616146,0.6432975953370225,6,5
T00009079,5557,1743439345,64.84326852777679,grocery,Poland,False,0,2025-03-31 16:42:25,16,0,0,41.00995199530842,1.5811593374992228,1,26
T00006522,6276,1742542232,163.4408837155578,grocery,Poland,True,0,2025-03-21 07:30:32,7,4,0,121.94311053537892,1.3403043681433668,9,15
T00006940,4466,1743035161,100.46125529603509,transport,Poland,True,0,2025-03-27 00:26:01,0,3,0,103.3944210840779,0.9716312954094725,2,7
T00008586,8450,1742714633,75.42786139846218,restaurant,Poland,True,0,2025-03-23 07:23:53,7,6,1,33.13414273154351,2.276439200784129,9,6
T00001093,6873,1742453977,48.591258039241765,online_retail,Poland,False,0,2025-03-20 06:59:37,6,3,0,105.39384917088532,0.46104453363740444,7,4
T00006711,7352,1741075357,28.554495696779238,grocery,Poland,True,0,2025-03-04 08:02:37,8,1,0,180.1703038594057,0.1584861383097932,7,29
T00004288,2946,1741187509,530.4945225686317,grocery,Poland,False,0,2025-03-05 15:11:49,15,2,0,271.0556835117374,1.9571422214640999,1,10
T00008528,7750,1743133473,52.10474478127339,grocery,Poland,False,0,2025-03-28 03:44:33,3,4,0,100.53647932780365,0.5182670522147842,8,20
T00003186,4132,1741394907,36.54818071324361,grocery,Poland,True,0,2025-03-08 00:48:27,0,5,1,119.72304492711622,0.305272729535847,4,0
T00007340,8079,1741714888,81.73685010650104,online_retail,Poland,True,0,2025-03-11 17:41:28,17,1,0,360.66971189461543,0.2266252125168299,7,16
T00007774,1926,1741025184,81.82284248484805,grocery,Poland,False,0,2025-03-03 18:06:24,18,0,0,220.55395933776992,0.3709878649674999,8,18
T00007542,7819,1741308887,73.47235477091793,restaurant,Spain,False,0,2025-03-07 00:54:47,0,4,0,371.64904436968055,0.19769283920944172,6,22
T00009924,6575,1743207268,146.8783554855877,online_retail,USA,False,1,2025-03-29 00:14:28,0,5,1,104.0139918352703,1.4121018998886496,6,2
T00002332,7415,1741960490,92.46877433867441,utilities,Poland,False,0,2025-03-14 13:54:50,13,4,0,120.00496076752377,0.7705412655215723,7,2
T00009282,1720,1742244077,71.10087113388231,grocery,Poland,False,0,2025-03-17 20:41:17,20,0,0,284.19756182339097,0.25018114398203933,1,0
T00007465,1163,1742477040,27.60472767630879,entertainment,Poland,True,0,2025-03-20 13:24:00,13,3,0,121.38294601452415,0.22741850138491226,7,15
T00007763,4359,1741191780,29.808372195074902,grocery,Spain,True,0,2025-03-05 16:23:00,16,2,0,290.2788798962768,0.10268873920736536,3,4
T00002323,5056,1743243408,22.79322895254344,entertainment,Poland,True,0,2025-03-29 10:16:48,10,5,1,99.07858826315496,0.23005201579986295,2,18
T00009488,9883,1742819429,25.474910117141047,grocery,Spain,False,0,2025-03-24 12:30:29,12,0,0,229.62178831306886,0.11094291314554294,2,27
T00005120,6228,1742856493,49.818863341591786,transport,Poland,True,0,2025-03-24 22:48:13,22,0,0,82.98134226302756,0.6003622258083026,9,17
T00008368,6001,1741580388,66.81093572050696,grocery,Poland,True,0,2025-03-10 04:19:48,4,0,0,123.6891289245982,0.5401520432829259,4,17
T00008531,3050,1743392361,128.80651923673784,online_retail,Poland,True,0,2025-03-31 03:39:21,3,0,0,105.72297852338195,1.2183398636300307,3,23
T00006240,8959,1742500027,75.64304817221905,transport,Poland,False,0,2025-03-20 19:47:07,19,3,0,220.82497780482942,0.34254751851067433,7,2
T00004516,3917,1742645519,17.458679957561575,online_retail,Poland,False,0,2025-03-22 12:11:59,12,5,1,210.59448781043426,0.08290188475054927,6,5
T00002779,2306,1742767866,17.461598650673366,online_retail,Poland,True,0,2025-03-23 22:11:06,22,6,1,273.8003432167616,0.06377493338950789,6,22
T00001882,7328,1741655453,19.3336960716294,grocery,Poland,False,0,2025-03-11 01:10:53,1,1,0,225.43432267550358,0.08576198975458968,1,10
T00007898,6191,1742283718,21.511247535371105,entertainment,Poland,True,0,2025-03-18 07:41:58,7,1,0,223.8599192709263,0.09609244747978817,5,10
T00007487,9521,1742064403,66.50754767955111,grocery,Poland,True,0,2025-03-15 18:46:43,18,5,1,169.76577849119116,0.3917606261441087,3,3
T00003496,8442,1741012085,118.30822808272973,utilities,Poland,True,0,2025-03-03 14:28:05,14,0,0,94.10989309063645,1.2571284930563895,3,22
T00007216,2912,1742506801,93.90569134035579,entertainment,Poland,True,0,2025-03-20 21:40:01,21,3,0,194.61009436269782,0.48253247935506527,1,24
T00005160,9270,1742803782,235.64824026875348,grocery,Poland,True,0,2025-03-24 08:09:42,8,0,0,55.64354049346377,4.234961294320123,2,3
T00007729,1666,1741228570,66.55701915748584,entertainment,Germany,True,0,2025-03-06 02:36:10,2,3,0,149.43768710520246,0.4453830920886138,2,11
T00007994,3129,1742329743,16.09191210418004,transport,France,False,0,2025-03-18 20:29:03,20,1,0,91.8046956513388,0.17528419423440864,7,24
T00002044,8891,1741028747,43.07542943931501,grocery,Poland,False,0,2025-03-03 19:05:47,19,0,0,305.02568405698764,0.14121902413721749,7,26
T00008416,2354,1741873182,44.502306800081605,restaurant,Poland,True,0,2025-03-13 13:39:42,13,3,0,286.17969955843796,0.15550476455439224,9,28
T00004052,5794,1740892744,174.53959370039146,grocery,Poland,False,0,2025-03-02 05:19:04,5,6,1,137.62428342858723,1.2682325339114986,6,21
T00006749,4445,1742738991,51.49067851016321,restaurant,Poland,False,0,2025-03-23 14:09:51,14,6,1,208.31701241096619,0.24717462061419543,4,20
T00001938,3599,1743305018,32.21443155043817,grocery,Poland,True,0,2025-03-30 03:23:38,3,6,1,117.1305373714697,0.27503016953019516,7,3
